uid,kol用户名,抖音号,是否入驻,粉丝数,价格,预计播放量
57779212227,卓仕琳,4370058,是,5138886,"'1-20s视频': 90000, '20-60s视频': 90000",1352704.0
97708471572,警察特训营,jingchatexunying,否,4060197,,
62910400618,钢铁西游,ZhaoWenSong,是,4374978,"'1-20s视频': 106000, '20-60s视频': 137800",178871.0
71723310288,罐头瓶子在荷兰,guantoupingz,否,1637787,,
77330454358,慧慧周,hhz20170818,是,12686248,"'1-20s视频': 250000, '20-60s视频': 350000",1999087.0
63806538003,小鸭子老师,xyz945,是,4763278,"'1-20s视频': 20000, '20-60s视频': 30000",3349729.0
100477280481,观威海,guanweihai,是,4529524,"'1-20s视频': 12700, '20-60s视频': 20000",108416.0
67945428172,天天读书精选,TIANSHUAI01,否,4702261,,
232747725502899,商业相对论,syxdlsyxdl,是,1853761,"'1-20s视频': 1400, '20-60s视频': 13000",131093.0
69807366252,小刚学弟,czgczg0123,是,1055475,"'1-20s视频': 8000, '20-60s视频': 85000",919267.0
93618361585,好车妹,0571Car,是,867399,"'1-20s视频': 15000, '20-60s视频': 30000",95140.0
83493107417,罗大立,Roy618,是,1396367,"'1-20s视频': 30000, '20-60s视频': 40000",265616.0
103441298594,奥迪之家,Audi589,是,427572,"'1-20s视频': 1000, '20-60s视频': 1000",119173.0
83932518521,奇妙博物馆,AmazingMuseum,是,11747215,"'1-20s视频': 23200, '20-60s视频': 180000",971590.0
98296836214,二龙湖浩哥,H.G88888,否,3878819,,
65411347386,七舅脑爷,90518269,是,26171605,"'1-20s视频': 220000, '20-60s视频': 380000",4829657.0
59328679581,超自然研究所所长,CZRYJSSZ,是,5374112,"'1-20s视频': 48100, '20-60s视频': 48100",2362894.0
108816603348,声临其境,,否,5411112,,
69754213546,行走的大…大大羊腿,yqsh66668888,是,2043165,"'1-20s视频': 32000, '20-60s视频': 32000",1013337.0
111550673295,电影八佰,babai821,否,1951980,,
92718505089,AI 财经社,aicjnews,否,922542,,
94817582869,DJI 大疆创新,DJI666,否,997171,,
78306973325,域鉴,yujian01,是,1607843,"'1-20s视频': 5000, '20-60s视频': 5000",430819.0
60553285521,小球球吖,QQ19970207,是,6038848,"'1-20s视频': 25700, '20-60s视频': 25700",1127919.0
2546117038312750,没啥用科技,UselessTech,是,3043323,"'1-20s视频': 50000, '20-60s视频': 80000",880145.0
71767554074,猪小屁之家,zhuxp2018,是,11488751,"'1-20s视频': 200000, '20-60s视频': 250000",884645.0
98453571550,河北广播电视台,ihebei,是,4170938,"'1-20s视频': 7700, '20-60s视频': 7700",227691.0
55486586071,企业号小助手,,否,10375903,,
3786360384404731,房车旅行,rvlvxing,是,2855599,"'1-20s视频': 12000, '20-60s视频': 11400",122793.0
61031715994,大飙车拆车,dabiaoche,否,1916476,,
72191900246,Excel之光-大毛,604136867,是,5604189,"'1-20s视频': 20500, '20-60s视频': 20500",59481.0
63531839325,独立鱼电影,duliyumovie,是,5897584,"'1-20s视频': 50000, '20-60s视频': 60000",830788.0
97693209174,江小帆帆,Jiangfan1102,是,3287458,"'1-20s视频': 35000, '20-60s视频': 40000",7404071.0
67498588481,唐艺(今晚7点半国金街直播),Baobao102,否,8760722,,
56921103561,洞察真理,267779390,是,2707229,"'1-20s视频': 18000, '20-60s视频': 22000",222290.0
83475122312,骨往筋来（王杨雨凡）,gukewyyf,是,8670214,"'1-20s视频': 30000, '20-60s视频': 60000",583468.0
62741533697,张俪,,否,1946198,,
102064328148,魔音改哥,doubi1988,是,5660503,"'1-20s视频': 35000, '20-60s视频': 60000",604583.0
104929559120,老油条说,1673146985,是,6311662,"'1-20s视频': 30000, '20-60s视频': 50000",710728.0
51865046729,租租车App,Zuzuche,是,2459391,"'1-20s视频': 4500, '20-60s视频': 4500",114438.0
105101608866,AM585东南广播,,否,2845168,,
111031291287,PP体育,ppsport,否,1885494,,
74607833725,腾格尔,,否,2144632,,
66329411172,山村小杰（正在努力）,scxj99,是,15492465,"'1-20s视频': 88000, '20-60s视频': 88000",1786266.0
77058203564,天津鼎金创展国际贸易,Wg17695667499,是,405457,"'1-20s视频': 7333, '20-60s视频': 7333",93113.0
3161311818,丈母娘唠车-胡永平,Huyongping1121,是,563833,"'1-20s视频': 10000, '20-60s视频': 68000",166260.0
74454422641,一出好戏,,否,5566104,,
68570257287,大天搞笑配音,datian666,是,4424210,"'1-20s视频': 40000, '20-60s视频': 40000",3941742.0
58765397790,杏子大人,xingzi,是,3724259,"'1-20s视频': 20000, '20-60s视频': 32500",494216.0
4318493192779559,胖哥试车,panggeyangli,否,235153,,
77085920527,呆妹儿小霸王,d92000,是,12913382,"'1-20s视频': 85000, '20-60s视频': 108000",2425043.0
68068706412,诗情说车,shiqing9876,是,641956,"'1-20s视频': 2888, '20-60s视频': 2999",83172.0
63685564960,毛晓彤,MoMo_Tong,否,14679020,,
74403322270670,以沫MOMO,YiMOMO_,是,3945769,"'1-20s视频': 48000, '20-60s视频': 54000",700180.0
54251825472,炮手张大爷,A55144055,是,2815210,"'1-20s视频': 30000, '20-60s视频': 45000",1264328.0
63909176096,阿里密探,alimitan,否,1274352,,
59367036002,高进AG,GaoJin19820511,否,2434654,,
1261838867374487,黄汉源,hhyyz1932,否,3293409,,
54847179516,中山戈雅光电,116334752,是,2506251,"'1-20s视频': 6000, '20-60s视频': 10000",1274315.0
104428384098,汝志刚（大胡子Henry）,,否,2715903,,
59317815650,在深圳,9847764,是,1406694,"'1-20s视频': 10000, '20-60s视频': 40000",294380.0
97287356751,天津市迪普北方汽车贸易有限公司,DPBF88888,是,173147,"'1-20s视频': 1000, '20-60s视频': 1200",39784.0
795701891567355,倪海杉,nhs1688,是,1216386,"'1-20s视频': 14400, '20-60s视频': 16000",612962.0
92228839796,正义网,zhengyiwang,否,5073736,,
87626896559,小靖学妹,338612836,是,1256364,"'1-20s视频': 15400, '20-60s视频': 150000",4272013.0
96168836151,陈工聊车,Q5802559,是,725471,"'1-20s视频': 50000, '20-60s视频': 100000",101170.0
96752266281,看鉴,781314667,是,1916153,"'1-20s视频': 10000, '20-60s视频': 30000",22740.0
107769599948,木鱼医生,1780881410,是,2458096,"'1-20s视频': 28000, '20-60s视频': 28000",39117.0
97894072467,CETV新闻,CETVxinwen,否,2510716,,
58734825979,大掌柜,yyk6681,是,1859487,"'1-20s视频': 171000, '20-60s视频': 17100",162745.0
98247076422,拉布拉多seven,SV7777,是,4537174,"'1-20s视频': 12500, '20-60s视频': 12500",722104.0
99405005116,峰上视界,998008333,是,1213021,"'1-20s视频': 2000, '20-60s视频': 3000",420286.0
107904972970,恬恬✨,2179136229,是,2842533,"'1-20s视频': 35000, '20-60s视频': 35000",812518.0
87157440443,合肥星之联二手名车,xzlmc67888888,否,378564,,
553782047941656,性能传达室,dywpfimwgo9h,否,271328,,
95380717089,中日夫妻七七（大降温羽绒被特价中）,rbmmyuka,否,3449127,,
93346517938,驻香港部队,,否,2022099,,
93995378444,中国石油,CNPC_online,否,1189629,,
98568537623,亮声王晴,1172982433,是,3915398,"'1-20s视频': 40000, '20-60s视频': 50000",270750.0
70150551432,屈茜,171006379,是,908683,"'1-20s视频': 8000, '20-60s视频': 10000",316523.0
99156102679,抖音广告助手,douyinad,否,5245652,,
109643673466,刘庸(干净又卫生）,LIUYONG0910,否,2911677,,
108803392918,德国fanfan,fan_fan_314,是,1195816,"'1-20s视频': 8000, '20-60s视频': 13000",163961.0
4067820608167972,锡林郭勒盟狼部落蒙餐官方账号,lbl61886188,是,2769781,"'1-20s视频': 100000, '20-60s视频': 100000",3013421.0
62225018387,合肥交警,,否,4008576,,
96156382442,平安重庆,cqga110,否,4316157,,
68356391413,长江新闻号,changjiangnews,否,2129966,,
3153033290586887,财富时代,va20201999,是,1145523,"'1-20s视频': 13000, '20-60s视频': 20000",271829.0
1041980505208478,普华云课堂,puhua001,否,1982871,,
101525001182,芒果帮女郎,mangobanggirls,是,2246762,"'1-20s视频': 10000, '20-60s视频': 30000",95681.0
109015211715,最皮皮皮虾,,否,5642025,,
3003511074471212,群星创事,dyzx6v6t8mo8,是,1188797,"'1-20s视频': 6800, '20-60s视频': 6800",78060.0
98957107638,十万个品牌故事,swgppgs,是,495563,"'1-20s视频': 10000, '20-60s视频': 40000",5543.0
3522468184865252,焊界李宗盛,dyk897q7t3z6,否,2786291,,
71923833696,糯米的趣味生活,HH0103888,是,5040568,"'1-20s视频': 100000, '20-60s视频': 180000",5760893.0
89923217544,中国南方航空,cz95539,否,1410371,,
110266463747,口罩哥研报60秒,yanbao60,是,571882,"'1-20s视频': 50000, '20-60s视频': 80000",116531.0
1129948451452958,央视频,CMG_yangshipin,否,3971567,,
62074388946,什么值得买,shenmezhidemai,是,2128157,"'1-20s视频': 100000, '20-60s视频': 150000",33055.0
1041959735530814,吴敏霞,wuminxia1110,是,2132490,"'1-20s视频': 100000, '20-60s视频': 200000",150916.0
107701291161,可昕,kexin_1,是,3469334,"'1-20s视频': 8000, '20-60s视频': 12000",1759475.0
75755692616,悦涛很二,yuetao2,是,1000427,"'1-20s视频': 15000, '20-60s视频': 30000",904442.0
99681688585,老胡说电影,lhsdy1,是,5203295,"'1-20s视频': 6000, '20-60s视频': 6000",230320.0
56663252872,小小莎老师-12.12萨迪包包专场,Xiaosha666,否,5289728,,
102981816887,段冉在线,duanranzaixian,是,1489316,"'1-20s视频': 15000, '20-60s视频': 22500",413689.0
73756717954,民谣树先生,110132483,是,2796936,"'1-20s视频': 4000, '20-60s视频': 4000",123988.0
98362447836,国际在线,929827019,是,2130788,"'1-20s视频': 20000, '20-60s视频': 40000",97318.0
58625584787,蒲街坊-莹莹,ZFZ9394,是,3547214,"'1-20s视频': 10000, '20-60s视频': 20000",108374.0
59231283922,HT瞳（银行小姐姐）,9479731,是,3901776,"'1-20s视频': 80000, '20-60s视频': 80000",1402934.0
97412900529,陈震同学的日常,,否,266601,,
1512519729421581,弟球说个球,dyrjfj580579,是,1684683,"'1-20s视频': 1000, '20-60s视频': 1000",251110.0
3438869065776896,六仙愁（车）,LXC669527,是,154408,"'1-20s视频': 1600, '20-60s视频': 2600",42317.0
95569732041,匠心汽车维修,zs1764377034,是,1239593,"'1-20s视频': 5000, '20-60s视频': 5000",356336.0
101855012879,混沌大学,19611397com,否,1564415,,
98039178148,俞敏洪,,否,1069300,,
73857793080,青岛小菠萝,110957915,是,2558197,"'1-20s视频': 25000, '20-60s视频': 25000",166822.0
3293777792875875,Allen有知识,allen606,是,4322620,"'1-20s视频': 20000, '20-60s视频': 30000",103561.0
92382292996,彭于晏粉丝团,pyy324,否,2826011,,
58881153813,严谨,Yanjin1015,是,6371396,"'1-20s视频': 130000, '20-60s视频': 195000",497798.0
106353266433,拆车件优选,CCJziyuan,否,1073027,,
75132090243,重启中,120106392,是,286381,"'1-20s视频': 15000, '20-60s视频': 15000",0.0
93586516667,李凉凉❤️,LLiang0715,是,3591009,"'1-20s视频': 35000, '20-60s视频': 50000",831399.0
94883590049,历史奇闻故事,xingzuo007,是,1883119,"'1-20s视频': 5400, '20-60s视频': 5400",116525.0
1472941583767592,聊聊话题,dytwodhhni3e,否,2450783,,
95600415067,想看迪拜关注我,8A888DB,是,1575196,"'1-20s视频': 20309, '20-60s视频': 20309",55531.0
64322290996,不要音乐,buyaoyinyue,是,12848639,"'1-20s视频': 65000, '20-60s视频': 120000",2833660.0
430629188279181,淘车强,TCQ44444444,是,1117550,"'1-20s视频': 8000, '20-60s视频': 40000",1093326.0
97127008743,王猛,wangmeng3,是,1257190,"'1-20s视频': 53000, '20-60s视频': 53000",1728424.0
83474081749,郭艾伦,13_13_13_,否,3276151,,
93413589766,帝师最开心,dishi520,否,1237892,,
3196988182233799,饭财经,finX007,是,730257,"'1-20s视频': 1000, '20-60s视频': 5000",18872.0
101244055507,此念官方,cinian16,否,2082303,,
98053440530,榆林党史,yldsyjs,否,1769317,,
60023739896,王孟南台球教学,wmntq6,是,3423641,"'1-20s视频': 10700, '20-60s视频': 13700",158887.0
98194556047,中国吉林网,jiwang,是,3989702,"'1-20s视频': 6000, '20-60s视频': 10000",113216.0
63843452923,主持张杰,45035597,是,4556356,"'1-20s视频': 40000, '20-60s视频': 60000",3075892.0
2968276694204654,汽车梗百科,Dcar668,否,1076891,,
57030802947,吖-颜久冰·,3837450,是,5348905,"'1-20s视频': 21000, '20-60s视频': 28000",1348224.0
75462650966,街探社,jietanshe,是,6205626,"'1-20s视频': 100000, '20-60s视频': 120000",171025.0
84964400614,仁德汽车,ZhongaiAudi,否,536533,,
105470365662,人民武警,rmwj001,否,3464565,,
2352595148480264,樊登读书 课堂,tjw220158,否,1987822,,
69545166007,风雨沧桑五千年,Zhongguolishifa,是,1392753,"'1-20s视频': 1200, '20-60s视频': 1600",35447.0
3298156208982480,碰撞指南,Dcar334,否,1871037,,
54322690266,楠哥 越山丘,Weichat_800518,否,888657,,
63407061090,飘哥️,39113052,是,5416444,"'1-20s视频': 70000, '20-60s视频': 70000",1319912.0
95882769823,国防科技大学,,否,3165186,,
101922539773,二郎神和大聪明,rd66688888,是,4032841,"'1-20s视频': 100000, '20-60s视频': 100000",2996138.0
92630829539,深圳特警SWAT,szswat,否,2801481,,
3161841262667812,lidingwen123,lidingwen123,否,0,,
59231902246,隐 食,1502356203,是,1562978,"'1-20s视频': 13000, '20-60s视频': 20000",156010.0
99302182003,朱茵,dy45lbsbrjwd,否,2661027,,
101261207575,小侠说剧,1000uncle,是,6534670,"'1-20s视频': 28000, '20-60s视频': 28000",1418475.0
100361400440,眼镜大丹,jordan17,是,3226564,"'1-20s视频': 98000, '20-60s视频': 98000",2290696.0
3126665394534163,邹兆龙,zzl0811,否,1978785,,
98052593304,西瓜智选股APP,XiGuaZXG,是,657762,"'1-20s视频': 1000, '20-60s视频': 3000",14689.0
628569692444072,今日国土新闻频道,JRGT,是,4726676,"'1-20s视频': 29800, '20-60s视频': 29800",565127.0
61427358469,格斗新视界,19910228,是,2012254,"'1-20s视频': 16900, '20-60s视频': 16900",1016844.0
71076911829,毕小畅⬆️～刘老根,85302485,是,4636736,"'1-20s视频': 20000, '20-60s视频': 25000",927210.0
58559296211,陈逸慧,67863570,是,2488186,"'1-20s视频': 25000, '20-60s视频': 30000",245973.0
110087053220,玩车弟,wanchedishuoche,否,125087,,
67560374516,小汪同志,275362400,是,7786404,"'1-20s视频': 135000, '20-60s视频': 140000",6539360.0
104809641097,新东方家庭教育,1543476210,是,2281534,"'1-20s视频': 4250, '20-60s视频': 5000",154788.0
100060461366,Jack Pony 马化云,1049380947,是,718319,"'1-20s视频': 16000, '20-60s视频': 22000",93732.0
56709647970,胡阿小小,huaxiaoxiao1,是,5401156,"'1-20s视频': 95000, '20-60s视频': 105000",671108.0
94964738147,阿里云智能,,否,744158,,
104027201750,特斯拉深圳One Avenue体验中心,Tesla_one_avenue,否,125948,,
82497438425,CCTV1等着我,,否,5549214,,
874829671836675,——鬼谷子下山,guiguzixiashan,是,4340907,"'1-20s视频': 25000, '20-60s视频': 25000",1314465.0
71191584715,老三,agonise7,是,759385,"'1-20s视频': 8000, '20-60s视频': 15000",221149.0
892393823676263,灰袍真探,HPZT2020,是,7693975,"'1-20s视频': 45000, '20-60s视频': 45000",2605505.0
52915525525,韩兆导演（条子哥）,hanzhaodaoyan,是,5485005,"'1-20s视频': 18100, '20-60s视频': 100000",510161.0
61292216068,叨叨,daodao16,是,8937226,"'1-20s视频': 126420, '20-60s视频': 126420",2439717.0
3733564191420695,罗老师说车,B_CAR,是,501120,"'1-20s视频': 6000, '20-60s视频': 6000",82461.0
74421240865336,湘菜小涵涵,naruto3000Mal.,是,4044196,"'1-20s视频': 25000, '20-60s视频': 25000",560227.0
97185840630,专属小可爱,V78208,是,4355078,"'1-20s视频': 28000, '20-60s视频': 30000",243050.0
96043243568,陈乔恩,,否,9465724,,
66027967585,陈亚男,chenyanan172839,是,3033439,"'1-20s视频': 6000, '20-60s视频': 10000",2410407.0
61314332051,不帅的哥家的生活,Any445566,是,8008717,"'1-20s视频': 90000, '20-60s视频': 180000",931799.0
101469948235,人类知识采集员,zhishi001,是,2899540,"'1-20s视频': 30000, '20-60s视频': 35000",220780.0
52142525454,MR-白冰,MR_BAIBING,是,4497523,"'1-20s视频': 38000, '20-60s视频': 88000",3268060.0
108269002232,LOL陪玩酱,1799926327,是,10358344,"'1-20s视频': 3700, '20-60s视频': 98400",1052710.0
6807107055,霸王别急眼,6239624,是,7133205,"'1-20s视频': 330000, '20-60s视频': 350000",3265680.0
65862191359,YouTube精选,youtubenow,否,2485884,,
58867671984,东君小宇,Sonshiu,是,5807966,"'1-20s视频': 45000, '20-60s视频': 80000",1835451.0
65741362561,李景亮,Lijingliang0320,否,1476688,,
1991949357417364,海空视界,Shipborne_W,是,1868707,"'1-20s视频': 2000, '20-60s视频': 5000",94069.0
96110232459,德国人Leo乐柏说,leboshuo,是,1594935,"'1-20s视频': 10000, '20-60s视频': 20000",183760.0
95298633783,陕西都市快报,dushikuaibao2,是,4525720,"'1-20s视频': 7500, '20-60s视频': 12500",55768.0
993600026447983,车价大魔王-恒悦,dmw111222333,是,265721,"'1-20s视频': 1000, '20-60s视频': 1000",38826.0
93427976162,氪金研究所,kejinyanjiusuo,是,3207890,"'1-20s视频': 35000, '20-60s视频': 35000",131855.0
73054185911,贝儿走遍巴基斯坦,1200220632,是,1620821,"'1-20s视频': 9900, '20-60s视频': 9900",55980.0
100324156106,刘老根-杨树林团长,Yslttc999,否,3291501,,
94621400629,周磊《外卖小哥》,576090293,是,2176153,"'1-20s视频': 25000, '20-60s视频': 25000",41021.0
69701893104,杨悦,yangyueyangyue,否,1514324,,
105121305491,设计师张力,1640154463,是,1471767,"'1-20s视频': 40000, '20-60s视频': 50000",51618.0
58997325159,李雨霏2007,yufei666,是,13005820,"'1-20s视频': 65000, '20-60s视频': 100000",1493341.0
99514375927,电商小助手,dianshang6666,否,6863733,,
106262614533,谋略,1731954191,是,1378227,"'1-20s视频': 2000, '20-60s视频': 5000",6098.0
95899249695,喜马拉雅,ximalaya_,否,3780057,,
101164377448,河南腾发二手车官方,Tengfa,否,206231,,
68703974221,天台食堂,tiantaishitang,是,4650885,"'1-20s视频': 15000, '20-60s视频': 30000",128682.0
1411423870915982,豆腐东,DFdong,是,2131999,"'1-20s视频': 10000, '20-60s视频': 60000",1845139.0
67900709722,阿坝小王子,ABXWZ888888,是,4054062,"'1-20s视频': 20500, '20-60s视频': 49422",1081261.0
64897569299,淘哥讲故事,taogejianggushi,是,1497132,"'1-20s视频': 7000, '20-60s视频': 7000",19905.0
71849024620,MrYang杨家成,mryang911,是,10810121,"'1-20s视频': 123800, '20-60s视频': 190000",788141.0
100333955047,黄河电视台,sxhhtv,是,3478406,"'1-20s视频': 20000, '20-60s视频': 30000",99454.0
100202799955,海龙（叉子联盟）,1056255614,是,5973315,"'1-20s视频': 20000, '20-60s视频': 70000",10949561.0
86597944026,钟欣潼,iamgi_121,否,1709131,,
57734534403,苏宁❤️,4319405,是,3761363,"'1-20s视频': 40000, '20-60s视频': 60000",1571778.0
61174721670,雅清房车旅行,Y1219521,是,2060204,"'1-20s视频': 11900, '20-60s视频': 11900",423591.0
813259389409643,小范的海鲜美食,85587700fan,否,2946396,,
94523065049,周扬青,,否,5131709,,
105644366835,古天乐,,否,2895063,,
67561261536,天天学机械,107705167,是,1241336,"'1-20s视频': 5000, '20-60s视频': 8000",63952.0
63654622280,杨瑞,Ferrari_yangrui,是,269193,"'1-20s视频': 4800, '20-60s视频': 4800",102540.0
102629299299,蜻蜓动漫,2215216123,是,1446534,"'1-20s视频': 14700, '20-60s视频': 14700",405788.0
3935844691090371,可测风云,kcfycom,是,4400322,"'1-20s视频': 80000, '20-60s视频': 45000",336943.0
98357128966,F1世界锦标赛,Formula_1,否,642157,,
77347034070,全球档案馆,QQDAG,是,4305467,"'1-20s视频': 20000, '20-60s视频': 30000",247321.0
96902779019,了不起中国,819733860,是,2500134,"'1-20s视频': 6000, '20-60s视频': 6000",37263.0
3949080387004622,非洲十年,kingofafrica,否,1002259,,
61118045658,小神仙victory,60544277,是,4482816,"'1-20s视频': 30000, '20-60s视频': 50000",185055.0
68332845748,领克汽车,,否,521697,,
103856413416,我是超级玛丽,ml52001314,是,2036160,"'1-20s视频': 15000, '20-60s视频': 20000",275028.0
50528132754,陈羽佳.cyj,cyj0106,是,2386446,"'1-20s视频': 45000, '20-60s视频': 60000",2519988.0
3803966402995948,藏锋Kevin,Lnvis_,是,1346528,"'1-20s视频': 24200, '20-60s视频': 24200",1125040.0
99567286550,王立群,WLQ0314,否,1354219,,
4375676617241181,科学放映室,KXFYS2020,是,2286683,"'1-20s视频': 4000, '20-60s视频': 5000",219708.0
637346025580430,胡海泉,haiquanpaoge,否,2537201,,
1204703790644703,和你一起看世界,dyerol4coqsi,否,1125367,,
52465547506,进击的小温,wenlirui112,是,1264693,"'1-20s视频': 15000, '20-60s视频': 25000",11682.0
94076180054,我不是李连杰,TreeLiu_sh,否,1340233,,
108752471391,驾驶教练老刘,zhipeilian,是,1118092,"'1-20s视频': 3800, '20-60s视频': 3800",28680.0
106042542544,蔡依林,,否,3107596,,
107970238596,周星驰贴吧,zxctb,是,2152529,"'1-20s视频': 6500, '20-60s视频': 7400",425641.0
59198710436,超星名师讲坛,,否,2966771,,
73615584609,iPhone使用技巧大全,iphonetdd,是,2486955,"'1-20s视频': 6900, '20-60s视频': 7900",236358.0
59482809043,美娜呀美La,10653043,是,1526068,"'1-20s视频': 50000, '20-60s视频': 70000",529132.0
84004337624,Kelly于文文,,否,3289328,,
2994711347084542,破点思维教育,LX_23821518,是,3930184,"'1-20s视频': 60000, '20-60s视频': 100000",39299.0
373466250348067,约翰老师,2227464009,是,2535473,"'1-20s视频': 60000, '20-60s视频': 60000",3623311.0
93259371908,幸福里趣看房,,否,963736,,
94244435366,吴晓波频道,wxbpd,是,627969,"'1-20s视频': 50000, '20-60s视频': 100000",17967.0
1244255173742983,安徽明鑫品质二手车广场,mxesc0001,否,652452,,
95104319748,记录姨,MCN761,是,2194200,"'1-20s视频': 4000, '20-60s视频': 5000",234339.0
2159040453678140,今日国土,jrgtzzs,是,4498256,"'1-20s视频': 29800, '20-60s视频': 29800",179654.0
59683678142,冷艳艳寵兒️,11826718,是,2118170,"'1-20s视频': 20000, '20-60s视频': 45000",816663.0
96548108034,疯狂特效师,FKTXS,是,5205789,"'1-20s视频': 128000, '20-60s视频': 158000",487158.0
99029907370,GU2863,GU2863,否,0,,
57993833606,牛肉夫妻出逃记,4603964,是,2624392,"'1-20s视频': 45000, '20-60s视频': 50000",418457.0
2836364290163363,CCTV1开讲啦,CCTV1kaijiangla,否,1359274,,
108063109264,万能的小孙,NDSN,是,2655550,"'1-20s视频': 30000, '20-60s视频': 50000",53127.0
58717033229,wuli设计姐,610969475,是,6841506,"'1-20s视频': 60000, '20-60s视频': 80000",134997.0
102703694965,打假王,1252606714,是,3564738,"'1-20s视频': 29000, '20-60s视频': 35000",684081.0
1631316856550040,阎崇年说历史,dyk4opjsx0ss,是,720331,"'1-20s视频': 10000, '20-60s视频': 10000",79860.0
81738300194,胡玲,hulingphoenixtv,是,715016,"'1-20s视频': 11300, '20-60s视频': 11300",214419.0
54831232798,小霸王,Max_Emma0913,是,17690858,"'1-20s视频': 180000, '20-60s视频': 235000",1504048.0
97117915687,陈佩斯父与子,zhenpeisi,否,2387142,,
74988973920,帝国理工于同学????,,否,1773084,,
105102069287,科技日报,kejiribao,否,2408007,,
62781183147,罗曼ONLY,RomanOnly,是,2450004,"'1-20s视频': 30000, '20-60s视频': 100000",202177.0
97294050038,广州日报,Guangzhoudaily,是,4461186,"'1-20s视频': 15000, '20-60s视频': 15000",36945.0
77054276281,丫蛋蛋换个心情做自己,134136756,是,13968954,"'1-20s视频': 150000, '20-60s视频': 180000",1823296.0
60879835358,温婉Wenwan_,17276523,是,6912096,"'1-20s视频': 90000, '20-60s视频': 90000",1193160.0
69766070132,花一村,269167888,是,16682325,"'1-20s视频': 110000, '20-60s视频': 130000",2291953.0
99054433070,航空工业,AVIC2008,否,541600,,
2466957251053182,趣谈历史,XTSJ666,是,1947469,"'1-20s视频': 3000, '20-60s视频': 4300",83932.0
61525688535,大海哥～不浪,146104822,是,4798052,"'1-20s视频': 25000, '20-60s视频': 30000",880448.0
3575262653716989,Apper,Apper69,是,1789380,"'1-20s视频': 20000, '20-60s视频': 30000",127822.0
81933945951,刘铁雕Rose,1189820336,是,19643921,"'1-20s视频': 294000, '20-60s视频': 294000",5523559.0
102742552208,科技昕知,F15158,是,1923878,"'1-20s视频': 15000, '20-60s视频': 18000",53146.0
95448880209,汽车幻想,ConceptCar,是,758150,"'1-20s视频': 2300, '20-60s视频': 15000",39162.0
96263028348,小羽毛,1189801522,是,2306148,"'1-20s视频': 40000, '20-60s视频': 50000",306536.0
86332119580,JJ高源,jjyuan,是,7128611,"'1-20s视频': 29400, '20-60s视频': 29400",2827955.0
105417462042,xingguanghao,xingguanghao,是,5742065,"'1-20s视频': 90000, '20-60s视频': 120000",3250511.0
110808885367,徐巍,djxuwei,是,1061288,"'1-20s视频': 4800, '20-60s视频': 6000",138967.0
108434699131,少林寺释延高,shiyangao666,是,4075644,"'1-20s视频': 10000, '20-60s视频': 16000",1614901.0
79353382158,公安部交通管理局,gabjgj,否,2221683,,
93031820838,海阔试车,Haikuoshiche,是,312079,"'1-20s视频': 2600, '20-60s视频': 3800",27422.0
2475706558983492,重案现场,zhonganxianchang,是,2396266,"'1-20s视频': 11100, '20-60s视频': 11100",411066.0
103485731076,名人名言,1336553108,是,3437860,"'1-20s视频': 1500, '20-60s视频': 1500",264366.0
79867973556,百姓315,hnbx315,否,2305505,,
1516972701915476,阿纯是质量测评家（正在直播,achun1999,否,10923668,,
97565607996,于和伟,yuhewei710504,否,2498764,,
94227250179,昆仑决,389445672,是,3092899,"'1-20s视频': 46666, '20-60s视频': 66666",222238.0
75001256260,我是杜旭东,Interestdxd,是,2084964,"'1-20s视频': 28000, '20-60s视频': 78000",1033221.0
729678720797614,小雅说车,V_16622888097,是,200963,"'1-20s视频': 2000, '20-60s视频': 5000",19718.0
57431841191,大师兄MB,520MB8866,是,4429407,"'1-20s视频': 17000, '20-60s视频': 23000",482833.0
73842342905,日本媳妇K酱の日常,kchan_genki,是,994340,"'1-20s视频': 12000, '20-60s视频': 15000",405264.0
92366483332,章蕾,Zhangzhang1029,是,879731,"'1-20s视频': 30000, '20-60s视频': 30000",148315.0
91559741551,EyeOpener,EyeOpener,是,4028831,"'1-20s视频': 30000, '20-60s视频': 38000",457955.0
95994096866,一栗莎子,jyoisa,是,3419532,"'1-20s视频': 43000, '20-60s视频': 55000",397071.0
104661748534,青史说,1512923523,是,2142925,"'1-20s视频': 2000, '20-60s视频': 8000",6097.0
75290838979,极果,,否,1128587,,
1666506529440494,王耀庆,dymd150qxoth,否,4770658,,
104382189434,麦迪T-MAC,tmac213,否,1478585,,
81701141752,北极看电影,1221890393,是,4218235,"'1-20s视频': 2000, '20-60s视频': 2000",186802.0
111444719231,GEM邓紫棋吧,G.E.M.BAR,否,2794358,,
95024437318,背时姑娘-小张,woheyaoshui,否,1214110,,
63938022196,孙扒皮,SBP999,是,3474805,"'1-20s视频': 40000, '20-60s视频': 46800",1453988.0
62557448877,Naiska小胡,Naiska,是,1118012,"'1-20s视频': 14000, '20-60s视频': 15000",786604.0
13197976418,小强实验室,,否,284680,,
58990683654,薛老师美食分享,dieling999,是,1661233,"'1-20s视频': 30000, '20-60s视频': 50000",0.0
102659207114,懂行的纱纱,1241205462,是,3421617,"'1-20s视频': 55000, '20-60s视频': 68000",152417.0
96990984753,微课听书,,否,4108953,,
82479570836,点关注+自动领取,S741031,否,214525,,
